CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13827.0,57,3,409.8,3,3,2,8,Regular
17279.0,57,1,187.82999999999998,3,1,1,5,Regular
12876.0,57,2,2218.02,3,2,5,10,Regular
14555.0,57,2,312.54,3,2,2,7,Regular
17509.0,57,8,6083.64,3,4,5,12,Regular
12631.0,57,1,640.5,3,1,3,7,Regular
17169.0,57,2,835.78,3,2,3,8,Regular
14976.0,57,7,790.86,3,4,3,10,Regular
14537.0,57,1,355.56,3,1,2,6,Regular
15272.0,57,2,721.94,3,2,3,8,Regular
15367.0,57,4,1877.59,3,3,4,10,Regular
13487.0,57,3,575.4,3,3,3,9,Regular
16430.0,57,1,300.85,3,1,2,6,Regular
14975.0,57,1,279.94,3,1,2,6,Regular
14624.0,57,2,225.85,3,2,1,6,Regular
18160.0,57,2,638.0600000000001,3,2,3,8,Regular
17614.0,57,1,386.32,3,1,2,6,Regular
12613.0,57,5,3344.38,3,4,5,12,Regular
16121.0,57,2,854.66,3,2,3,8,Regular
14761.0,58,2,255.9,3,2,2,7,Regular
13865.0,58,4,501.56,3,3,3,9,Regular
18277.0,58,1,110.38,3,1,1,5,Regular
17064.0,58,3,855.45,3,3,3,9,Regular
13464.0,58,1,674.68,3,1,3,7,Regular
14642.0,58,1,96.12,3,1,1,5,Regular
13520.0,58,6,3624.35,3,4,5,12,Regular
17489.0,58,2,376.64,3,2,2,7,Regular
17190.0,58,2,444.74,3,2,2,7,Regular
15038.0,58,6,685.74,3,4,3,10,Regular
15840.0,58,2,355.56,3,2,2,7,Regular
15421.0,58,4,950.36,3,3,4,10,Regular
13208.0,58,6,1217.65,3,4,4,11,Regular
13842.0,58,9,3385.62,3,4,5,12,Regular
12633.0,58,4,2163.98,3,3,5,11,Regular
16753.0,58,1,223.92000000000002,3,1,1,5,Regular
17913.0,58,2,408.65,3,2,2,7,Regular
18171.0,58,5,1231.31,3,4,4,11,Regular
14852.0,58,6,2836.69,3,4,5,12,Regular
14541.0,58,8,1453.35,3,4,4,11,Regular
12602.0,58,1,153.12,3,1,1,5,Regular
14775.0,58,3,1011.9,3,3,4,10,Regular
16652.0,58,7,6773.97,3,4,5,12,Regular
15831.0,58,3,794.64,3,3,3,9,Regular
12679.0,58,4,1113.02,3,3,4,10,Regular
16203.0,58,4,592.9,3,3,3,9,Regular
12667.0,58,1,620.13,3,1,3,7,Regular
15281.0,58,9,2332.15,3,4,5,12,Regular
12530.0,59,4,1662.28,3,3,4,10,Regular
16861.0,59,2,173.76,3,2,1,6,Regular
12772.0,59,1,892.47,3,1,3,7,Regular
13690.0,59,1,172.25,3,1,1,5,Regular
12836.0,59,4,2610.36,3,3,5,11,Regular
14952.0,59,11,8099.49,3,5,5,13,Regular
14175.0,59,3,3222.3,3,3,5,11,Regular
13627.0,59,5,1638.47,3,4,4,11,Regular
13919.0,59,2,384.81,3,2,2,7,Regular
13283.0,59,2,93.66,3,2,1,6,Regular
16086.0,59,5,1121.39,3,4,4,11,Regular
15199.0,59,4,1268.7,3,3,4,10,Regular
12824.0,59,1,397.12,3,1,2,6,Regular
17620.0,59,1,81.44,3,1,1,5,Regular
16171.0,59,1,73.2,3,1,1,5,Regular
14857.0,59,2,1173.12,3,2,4,9,Regular
16136.0,59,3,709.38,3,3,3,9,Regular
17863.0,59,6,3160.0,3,4,5,12,Regular
13109.0,59,2,786.54,3,2,3,8,Regular
13517.0,59,3,2128.42,3,3,5,11,Regular
16120.0,59,4,1309.14,3,3,4,10,Regular
13352.0,60,1,397.97999999999996,3,1,2,6,Regular
13224.0,60,2,2155.95,3,2,5,10,Regular
17025.0,60,3,357.77,3,3,2,8,Regular
14128.0,60,2,637.5,3,2,3,8,Regular
17589.0,60,4,2404.17,3,3,5,11,Regular
13473.0,60,2,422.64,3,2,2,7,Regular
15304.0,60,8,694.4000000000001,3,4,3,10,Regular
15886.0,60,1,181.09,3,1,1,5,Regular
15211.0,60,2,894.4100000000001,3,2,3,8,Regular
17214.0,60,6,1059.1200000000001,3,4,4,11,Regular
14451.0,60,2,643.9,3,2,3,8,Regular
13373.0,60,3,3312.25,3,3,5,11,Regular
17462.0,60,2,675.69,3,2,3,8,Regular
17648.0,60,4,1797.5,3,3,4,10,Regular
16982.0,60,1,384.06,3,1,2,6,Regular
12607.0,60,1,1579.51,3,1,4,8,Regular
18169.0,60,1,202.65,3,1,1,5,Regular
16395.0,60,5,1482.06,3,4,4,11,Regular
14535.0,60,3,2854.84,3,3,5,11,Regular
14027.0,60,1,104.82,3,1,1,5,Regular
18126.0,60,1,200.92000000000002,3,1,1,5,Regular
16385.0,60,3,554.86,3,3,3,9,Regular
14665.0,60,5,1835.7,3,4,4,11,Regular
17284.0,60,6,1647.48,3,4,4,11,Regular
13666.0,60,3,84.65,3,3,1,7,Regular
16179.0,60,1,215.83,3,1,1,5,Regular
15128.0,60,4,1471.0,3,3,4,10,Regular
16776.0,60,1,371.54,3,1,2,6,Regular
15193.0,60,1,499.32,3,1,3,7,Regular
14529.0,60,3,578.61,3,3,3,9,Regular
15553.0,60,1,428.93,3,1,2,6,Regular
17552.0,60,4,930.41,3,3,3,9,Regular
14201.0,60,7,747.44,3,4,3,10,Regular
13980.0,60,1,200.14,3,1,1,5,Regular
18088.0,61,1,166.03,3,1,1,5,Regular
13193.0,61,1,112.08,3,1,1,5,Regular
15756.0,61,4,528.01,3,3,3,9,Regular
13259.0,61,1,283.18,3,1,2,6,Regular
16595.0,61,1,360.16,3,1,2,6,Regular
16685.0,61,2,324.24,3,2,2,7,Regular
15606.0,61,9,2920.16,3,4,5,12,Regular
16921.0,61,1,154.18,3,1,1,5,Regular
16104.0,61,1,298.21,3,1,2,6,Regular
14514.0,61,3,990.2,3,3,4,10,Regular
14801.0,61,1,189.34,3,1,1,5,Regular
16518.0,61,2,484.32,3,2,2,7,Regular
16248.0,61,1,152.94,3,1,1,5,Regular
13260.0,61,1,557.62,3,1,3,7,Regular
16380.0,61,1,1743.1499999999999,3,1,4,8,Regular
13876.0,63,1,122.7,3,1,1,5,Regular
12519.0,63,1,330.84,3,1,2,6,Regular
13587.0,63,1,712.4,3,1,3,7,Regular
14792.0,63,1,6.2,3,1,1,5,Regular
13359.0,63,1,439.56,3,1,2,6,Regular
17030.0,63,1,146.87,3,1,1,5,Regular
14029.0,63,2,467.66,3,2,2,7,Regular
16477.0,63,7,2494.46,3,4,5,12,Regular
14844.0,63,4,3189.81,3,3,5,11,Regular
13763.0,63,1,1714.96,3,1,4,8,Regular
16455.0,63,7,1841.18,3,4,4,11,Regular
12420.0,63,1,600.39,3,1,3,7,Regular
12885.0,63,3,1175.22,3,3,4,10,Regular
18136.0,63,3,784.33,3,3,3,9,Regular
13169.0,63,2,712.88,3,2,3,8,Regular
12492.0,63,2,263.21000000000004,3,2,2,7,Regular
14067.0,63,2,374.7,3,2,2,7,Regular
13806.0,63,1,256.38,3,1,2,6,Regular
15874.0,63,7,4405.88,3,4,5,12,Regular
15815.0,63,5,2100.6,3,4,5,12,Regular
13276.0,63,2,590.9300000000001,3,2,3,8,Regular
13689.0,63,1,910.0,3,1,3,7,Regular
13419.0,63,1,221.06,3,1,1,5,Regular
16354.0,63,2,395.8,3,2,2,7,Regular
12394.0,63,2,1272.48,3,2,4,9,Regular
12781.0,63,2,826.74,3,2,3,8,Regular
15706.0,63,4,1060.56,3,3,4,10,Regular
12740.0,63,1,427.6,3,1,2,6,Regular
16184.0,64,6,1158.79,3,4,4,11,Regular
13177.0,64,1,282.45,3,1,2,6,Regular
16895.0,64,1,202.27,3,1,1,5,Regular
15766.0,64,1,315.06,3,1,2,6,Regular
15264.0,64,1,393.74,3,1,2,6,Regular
13049.0,64,2,656.6800000000001,3,2,3,8,Regular
14317.0,64,1,508.58000000000004,3,1,3,7,Regular
14518.0,64,1,174.37,3,1,1,5,Regular
15937.0,64,1,145.35,3,1,1,5,Regular
12939.0,64,8,11581.8,3,4,5,12,Regular
12923.0,64,1,172.82,3,1,1,5,Regular
14819.0,64,2,272.07,3,2,2,7,Regular
17921.0,64,4,820.23,3,3,3,9,Regular
15300.0,64,1,496.44,3,1,3,7,Regular
13023.0,64,2,689.9,3,2,3,8,Regular
15306.0,64,3,1174.35,3,3,4,10,Regular
13771.0,64,4,2634.45,3,3,5,11,Regular
13348.0,64,1,233.76,3,1,1,5,Regular
14538.0,64,2,388.25,3,2,2,7,Regular
15315.0,64,2,570.5,3,2,3,8,Regular
14257.0,64,5,3099.7200000000003,3,4,5,12,Regular
15837.0,64,1,391.98,3,1,2,6,Regular
13845.0,64,1,312.98,3,1,2,6,Regular
15416.0,64,4,3984.32,3,3,5,11,Regular
16316.0,64,8,2938.91,3,4,5,12,Regular
13591.0,64,3,1117.13,3,3,4,10,Regular
13504.0,64,1,295.93,3,1,2,6,Regular
14959.0,64,4,695.42,3,3,3,9,Regular
15518.0,64,8,1921.55,3,4,4,11,Regular
13422.0,64,1,2626.3,3,1,5,9,Regular
16432.0,64,1,287.4,3,1,2,6,Regular
13602.0,64,1,428.89,3,1,2,6,Regular
12843.0,65,8,1702.26,3,4,4,11,Regular
17647.0,65,1,133.06,3,1,1,5,Regular
13989.0,65,2,1266.08,3,2,4,9,Regular
12789.0,65,1,91.85,3,1,1,5,Regular
13947.0,65,1,90.6,3,1,1,5,Regular
17222.0,65,1,328.65,3,1,2,6,Regular
15048.0,65,4,381.0,3,3,2,8,Regular
18033.0,65,1,93.82000000000001,3,1,1,5,Regular
17382.0,65,1,65.4,3,1,1,5,Regular
15127.0,65,1,406.53,3,1,2,6,Regular
16758.0,65,1,369.34000000000003,3,1,2,6,Regular
16059.0,65,6,1453.16,3,4,4,11,Regular
16160.0,65,2,1025.44,3,2,4,9,Regular
15757.0,65,2,714.42,3,2,3,8,Regular
14054.0,65,1,92.46,3,1,1,5,Regular
14396.0,65,2,487.99,3,2,3,8,Regular
14389.0,65,2,1043.46,3,2,4,9,Regular
17483.0,65,3,414.04,3,3,2,8,Regular
16803.0,65,1,332.3,3,1,2,6,Regular
16140.0,65,2,725.18,3,2,3,8,Regular
15730.0,65,3,1120.88,3,3,4,10,Regular
16106.0,65,1,108.38,3,1,1,5,Regular
15244.0,65,2,631.57,3,2,3,8,Regular
16040.0,65,3,1313.55,3,3,4,10,Regular
15762.0,65,2,583.75,3,2,3,8,Regular
13483.0,65,1,140.34,3,1,1,5,Regular
14462.0,66,11,1980.57,3,5,4,12,Regular
12457.0,66,7,2363.23,3,4,5,12,Regular
16882.0,66,3,705.12,3,3,3,9,Regular
16374.0,66,2,466.73,3,2,2,7,Regular
12413.0,66,3,758.1,3,3,3,9,Regular
13792.0,66,2,195.55,3,2,1,6,Regular
15255.0,66,1,890.85,3,1,3,7,Regular
15276.0,66,1,128.63,3,1,1,5,Regular
16253.0,66,2,3683.86,3,2,5,10,Regular
15241.0,66,8,1756.44,3,4,4,11,Regular
15181.0,66,3,689.4799999999999,3,3,3,9,Regular
15228.0,66,4,3386.71,3,3,5,11,Regular
15739.0,66,1,449.12,3,1,2,6,Regular
17957.0,66,1,111.68,3,1,1,5,Regular
15339.0,66,2,574.07,3,2,3,8,Regular
13351.0,66,1,373.94,3,1,2,6,Regular
14184.0,66,1,452.89,3,1,2,6,Regular
13801.0,66,1,324.8,3,1,2,6,Regular
13552.0,66,12,3740.07,3,5,5,13,Regular
16556.0,66,7,3313.79,3,4,5,12,Regular
16881.0,66,1,432.0,3,1,2,6,Regular
17667.0,66,5,2055.51,3,4,5,12,Regular
12512.0,66,2,132.18,3,2,1,6,Regular
13317.0,66,6,2273.68,3,4,5,12,Regular
14488.0,67,1,1064.28,3,1,4,8,Regular
13635.0,67,1,1071.03,3,1,4,8,Regular
15091.0,67,1,480.71,3,1,2,6,Regular
14333.0,67,1,415.2,3,1,2,6,Regular
13431.0,67,2,1269.1,3,2,4,9,Regular
12886.0,67,2,1378.4,3,2,4,9,Regular
14193.0,67,2,853.39,3,2,3,8,Regular
14644.0,67,2,830.76,3,2,3,8,Regular
12637.0,67,8,6002.9,3,4,5,12,Regular
16774.0,67,4,661.52,3,3,3,9,Regular
13344.0,67,3,2511.69,3,3,5,11,Regular
15299.0,67,7,4507.01,3,4,5,12,Regular
15930.0,67,1,426.63,3,1,2,6,Regular
16441.0,67,2,381.2,3,2,2,7,Regular
18116.0,67,8,1403.1100000000001,3,4,4,11,Regular
16875.0,67,5,2095.53,3,4,5,12,Regular
16183.0,67,1,338.71000000000004,3,1,2,6,Regular
14651.0,67,2,653.75,3,2,3,8,Regular
15774.0,68,1,270.8,3,1,2,6,Regular
14970.0,68,4,1592.06,3,3,4,10,Regular
16693.0,68,2,477.86,3,2,2,7,Regular
15164.0,68,3,824.58,3,3,3,9,Regular
16667.0,68,2,567.1800000000001,3,2,3,8,Regular
15579.0,68,2,327.6,3,2,2,7,Regular
16591.0,68,1,213.5,3,1,1,5,Regular
14916.0,70,4,1268.98,3,3,4,10,Regular
15834.0,70,4,2225.15,3,3,5,11,Regular
13764.0,70,3,1519.42,3,3,4,10,Regular
12842.0,70,2,1118.99,3,2,4,9,Regular
18053.0,70,1,300.02,3,1,2,6,Regular
16613.0,70,1,618.59,3,1,3,7,Regular
15185.0,70,1,310.62,3,1,2,6,Regular
13347.0,70,1,341.36,3,1,2,6,Regular
15321.0,70,3,2748.31,3,3,5,11,Regular
12694.0,70,2,869.67,3,2,3,8,Regular
13092.0,70,5,477.83,3,4,2,9,Regular
13095.0,70,1,74.39999999999999,3,1,1,5,Regular
15593.0,70,1,199.8,3,1,1,5,Regular
17376.0,70,2,203.2,3,2,1,6,Regular
14164.0,70,2,1631.77,3,2,4,9,Regular
16404.0,70,1,443.05,3,1,2,6,Regular
13972.0,70,2,190.25,3,2,1,6,Regular
16101.0,70,1,1290.7,3,1,4,8,Regular
12822.0,70,2,948.88,3,2,4,9,Regular
18008.0,70,9,2116.19,3,4,5,12,Regular
17905.0,71,4,798.99,3,3,3,9,Regular
16233.0,71,3,536.6800000000001,3,3,3,9,Regular
14409.0,71,6,2059.4500000000003,3,4,5,12,Regular
13364.0,71,1,134.95999999999998,3,1,1,5,Regular
12458.0,71,2,947.4,3,2,4,9,Regular
18192.0,71,1,957.97,3,1,4,8,Regular
18204.0,71,3,1975.35,3,3,4,10,Regular
13886.0,71,1,243.56,3,1,1,5,Regular
14681.0,71,3,498.95,3,3,3,9,Regular
15030.0,71,2,518.28,3,2,3,8,Regular
12372.0,71,3,1298.04,3,3,4,10,Regular
17427.0,71,1,100.8,3,1,1,5,Regular
15062.0,71,4,987.86,3,3,4,10,Regular
16589.0,71,3,459.24,3,3,2,8,Regular
17572.0,71,4,226.75000000000003,3,3,1,7,Regular
17894.0,71,8,1118.96,3,4,4,11,Regular
14475.0,71,3,925.85,3,3,3,9,Regular
16574.0,71,1,451.44,3,1,2,6,Regular
13503.0,71,1,216.85,3,1,1,5,Regular
13354.0,71,1,743.53,3,1,3,7,Regular
12703.0,71,1,283.55,3,1,2,6,Regular
12728.0,71,4,836.33,3,3,3,9,Regular
17724.0,71,3,1033.0,3,3,4,10,Regular
15175.0,71,1,224.14,3,1,1,5,Regular
12718.0,71,1,238.25,3,1,1,5,Regular
13741.0,71,3,668.4300000000001,3,3,3,9,Regular
18235.0,71,3,1796.48,3,3,4,10,Regular
14305.0,71,3,1858.96,3,3,4,10,Regular
16268.0,71,2,667.65,3,2,3,8,Regular
16650.0,71,1,518.42,3,1,3,7,Regular
17819.0,71,7,3704.87,3,4,5,12,Regular
13515.0,72,4,891.12,2,3,3,8,Regular
17783.0,72,2,283.47,2,2,2,6,Inactive / Low Frequency
16321.0,72,5,373.65000000000003,2,4,2,8,Risk of Churn
16182.0,72,4,6617.65,2,3,5,10,Regular
12393.0,72,4,1582.6000000000001,2,3,4,9,Regular
16909.0,72,1,379.14,2,1,2,5,Inactive / Low Frequency
17513.0,72,1,513.2,2,1,3,6,Inactive / Low Frequency
17950.0,72,3,482.2,2,3,2,7,Regular
13061.0,72,1,248.61,2,1,1,4,Inactive / Low Frequency
15841.0,72,4,1224.06,2,3,4,9,Regular
18242.0,72,4,2232.4900000000002,2,3,5,10,Regular
16281.0,72,1,2062.06,2,1,5,8,Inactive / Low Frequency
13505.0,72,4,4393.63,2,3,5,10,Regular
14978.0,72,5,1921.3700000000001,2,4,4,10,Risk of Churn
15036.0,72,3,429.56,2,3,2,7,Regular
15348.0,72,1,158.04,2,1,1,4,Inactive / Low Frequency
13901.0,72,5,2867.2,2,4,5,11,Risk of Churn
13397.0,72,5,1544.13,2,4,4,10,Risk of Churn
16690.0,72,2,225.57999999999998,2,2,1,5,Inactive / Low Frequency
13321.0,72,2,567.36,2,2,3,7,Inactive / Low Frequency
14947.0,72,2,290.82,2,2,2,6,Inactive / Low Frequency
18265.0,72,2,801.51,2,2,3,7,Inactive / Low Frequency
14609.0,72,4,601.56,2,3,3,8,Regular
16681.0,72,6,1770.34,2,4,4,10,Risk of Churn
17370.0,72,4,446.18,2,3,2,7,Regular
14109.0,72,1,144.2,2,1,1,4,Inactive / Low Frequency
17656.0,73,5,1674.69,2,4,4,10,Risk of Churn
17061.0,73,11,5232.2300000000005,2,5,5,12,Risk of Churn
17788.0,73,2,1117.9,2,2,4,8,Inactive / Low Frequency
13979.0,73,1,869.87,2,1,3,6,Inactive / Low Frequency
16181.0,73,1,305.54,2,1,2,5,Inactive / Low Frequency
15674.0,73,5,2446.6,2,4,5,11,Risk of Churn
16122.0,73,4,684.4200000000001,2,3,3,8,Regular
14101.0,73,6,5976.79,2,4,5,11,Risk of Churn
13555.0,73,4,4098.88,2,3,5,10,Regular
13514.0,73,1,152.20000000000002,2,1,1,4,Inactive / Low Frequency
14272.0,73,2,437.96,2,2,2,6,Inactive / Low Frequency
14818.0,73,3,657.8,2,3,3,8,Regular
17591.0,73,7,2203.67,2,4,5,11,Risk of Churn
12987.0,73,2,558.7,2,2,3,7,Inactive / Low Frequency
18278.0,73,1,173.9,2,1,1,4,Inactive / Low Frequency
16629.0,73,2,408.63,2,2,2,6,Inactive / Low Frequency
13035.0,73,2,921.88,2,2,3,7,Inactive / Low Frequency
15827.0,73,14,1836.0900000000001,2,5,4,11,Risk of Churn
13016.0,73,3,789.89,2,3,3,8,Regular
12455.0,73,6,2466.86,2,4,5,11,Risk of Churn
16266.0,73,7,861.89,2,4,3,9,Risk of Churn
17805.0,73,1,512.31,2,1,3,6,Inactive / Low Frequency
16462.0,73,3,136.0,2,3,1,6,Regular
16383.0,74,2,643.76,2,2,3,7,Inactive / Low Frequency
13390.0,74,1,544.08,2,1,3,6,Inactive / Low Frequency
15243.0,74,1,316.68,2,1,2,5,Inactive / Low Frequency
13927.0,74,1,348.99,2,1,2,5,Inactive / Low Frequency
13639.0,74,1,1033.34,2,1,4,7,Inactive / Low Frequency
15626.0,74,2,675.8,2,2,3,7,Inactive / Low Frequency
13405.0,74,3,572.451,2,3,3,8,Regular
17997.0,74,8,1962.46,2,4,4,10,Risk of Churn
15958.0,74,1,104.35,2,1,1,4,Inactive / Low Frequency
12412.0,74,3,1226.88,2,3,4,9,Regular
14473.0,74,2,234.34000000000003,2,2,1,5,Inactive / Low Frequency
16603.0,74,2,482.47,2,2,2,6,Inactive / Low Frequency
13866.0,74,1,145.67000000000002,2,1,1,4,Inactive / Low Frequency
16778.0,74,2,245.94,2,2,1,5,Inactive / Low Frequency
13233.0,74,2,605.12,2,2,3,7,Inactive / Low Frequency
12612.0,74,1,704.0400000000001,2,1,3,6,Inactive / Low Frequency
13434.0,74,2,534.24,2,2,3,7,Inactive / Low Frequency
14908.0,74,1,277.8,2,1,2,5,Inactive / Low Frequency
16468.0,74,1,74.9,2,1,1,4,Inactive / Low Frequency
12823.0,74,5,1759.5,2,4,4,10,Risk of Churn
17674.0,74,2,551.04,2,2,3,7,Inactive / Low Frequency
16689.0,75,2,422.59999999999997,2,2,2,6,Inactive / Low Frequency
15366.0,75,2,602.51,2,2,3,7,Inactive / Low Frequency
14806.0,75,1,193.39000000000001,2,1,1,4,Inactive / Low Frequency
12545.0,75,2,1000.39,2,2,4,8,Inactive / Low Frequency
16594.0,75,1,181.09,2,1,1,4,Inactive / Low Frequency
13787.0,75,2,309.04,2,2,2,6,Inactive / Low Frequency
15312.0,75,4,924.85,2,3,3,8,Regular
16342.0,75,4,322.41,2,3,2,7,Regular
12348.0,75,4,1797.24,2,3,4,9,Regular
14757.0,75,1,420.5,2,1,2,5,Inactive / Low Frequency
14561.0,75,3,1080.76,2,3,4,9,Regular
13670.0,75,1,349.7,2,1,2,5,Inactive / Low Frequency
15154.0,75,1,254.28,2,1,2,5,Inactive / Low Frequency
14235.0,75,5,3144.86,2,4,5,11,Risk of Churn
14152.0,75,2,621.29,2,2,3,7,Inactive / Low Frequency
17506.0,75,1,302.2,2,1,2,5,Inactive / Low Frequency
18066.0,75,1,318.0,2,1,2,5,Inactive / Low Frequency
16198.0,75,1,400.68100000000004,2,1,2,5,Inactive / Low Frequency
16480.0,75,1,769.29,2,1,3,6,Inactive / Low Frequency
15799.0,75,3,884.14,2,3,3,8,Regular
17498.0,75,1,272.22,2,1,2,5,Inactive / Low Frequency
18155.0,75,3,371.62,2,3,2,7,Regular
17154.0,75,1,329.34,2,1,2,5,Inactive / Low Frequency
17388.0,77,4,1259.56,2,3,4,9,Regular
16872.0,77,3,680.02,2,3,3,8,Regular
18189.0,77,2,1090.24,2,2,4,8,Inactive / Low Frequency
15075.0,77,1,773.03,2,1,3,6,Inactive / Low Frequency
15475.0,77,1,454.10999999999996,2,1,2,5,Inactive / Low Frequency
15744.0,77,1,34.8,2,1,1,4,Inactive / Low Frequency
16978.0,77,1,344.33,2,1,2,5,Inactive / Low Frequency
15549.0,77,3,1681.46,2,3,4,9,Regular
17480.0,77,1,511.82,2,1,3,6,Inactive / Low Frequency
14880.0,77,3,690.59,2,3,3,8,Regular
14014.0,77,1,505.18,2,1,3,6,Inactive / Low Frequency
12516.0,77,2,1312.06,2,2,4,8,Inactive / Low Frequency
14652.0,77,1,114.18,2,1,1,4,Inactive / Low Frequency
13336.0,77,1,795.12,2,1,3,6,Inactive / Low Frequency
16485.0,77,1,363.65,2,1,2,5,Inactive / Low Frequency
13127.0,77,1,259.17,2,1,2,5,Inactive / Low Frequency
15978.0,77,1,1098.78,2,1,4,7,Inactive / Low Frequency
12739.0,78,2,1013.04,2,2,4,8,Inactive / Low Frequency
12579.0,78,1,440.42,2,1,2,5,Inactive / Low Frequency
12854.0,78,3,1316.25,2,3,4,9,Regular
13220.0,78,4,819.2900000000001,2,3,3,8,Regular
13279.0,78,1,137.75,2,1,1,4,Inactive / Low Frequency
16236.0,78,1,432.2,2,1,2,5,Inactive / Low Frequency
13519.0,78,1,122.75,2,1,1,4,Inactive / Low Frequency
17311.0,78,2,1384.85,2,2,4,8,Inactive / Low Frequency
13055.0,78,3,1214.41,2,3,4,9,Regular
16213.0,78,1,159.0,2,1,1,4,Inactive / Low Frequency
15603.0,78,1,48.480000000000004,2,1,1,4,Inactive / Low Frequency
12425.0,78,1,777.2,2,1,3,6,Inactive / Low Frequency
16735.0,78,5,2247.41,2,4,5,11,Risk of Churn
14854.0,78,7,2740.03,2,4,5,11,Risk of Churn
15810.0,78,4,1391.98,2,3,4,9,Regular
14038.0,78,3,1560.38,2,3,4,9,Regular
12930.0,78,2,415.8,2,2,2,6,Inactive / Low Frequency
17172.0,78,1,317.76,2,1,2,5,Inactive / Low Frequency
15067.0,78,3,1744.76,2,3,4,9,Regular
13320.0,78,4,1532.2,2,3,4,9,Regular
16715.0,78,1,301.71999999999997,2,1,2,5,Inactive / Low Frequency
17603.0,78,1,394.72,2,1,2,5,Inactive / Low Frequency
13529.0,78,2,307.76,2,2,2,6,Inactive / Low Frequency
17079.0,78,1,118.80000000000001,2,1,1,4,Inactive / Low Frequency
17027.0,78,6,877.5600000000001,2,4,3,9,Risk of Churn
14147.0,78,2,483.4,2,2,2,6,Inactive / Low Frequency
12409.0,78,3,11072.67,2,3,5,10,Regular
13486.0,78,3,1122.41,2,3,4,9,Regular
12609.0,78,3,1126.85,2,3,4,9,Regular
13908.0,79,4,2369.55,2,3,5,10,Regular
13959.0,79,3,594.04,2,3,3,8,Regular
13946.0,79,3,561.5699999999999,2,3,3,8,Regular
12520.0,79,5,2634.26,2,4,5,11,Risk of Churn
12390.0,79,1,549.84,2,1,3,6,Inactive / Low Frequency
17475.0,79,1,194.37,2,1,1,4,Inactive / Low Frequency
14951.0,79,1,311.69,2,1,2,5,Inactive / Low Frequency
16493.0,79,4,1351.63,2,3,4,9,Regular
16627.0,79,1,322.8,2,1,2,5,Inactive / Low Frequency
12435.0,79,2,7829.89,2,2,5,9,Inactive / Low Frequency
14887.0,79,1,1862.0,2,1,4,7,Inactive / Low Frequency
12550.0,79,1,964.83,2,1,4,7,Inactive / Low Frequency
12604.0,79,2,254.18,2,2,2,6,Inactive / Low Frequency
14356.0,79,2,701.23,2,2,3,7,Inactive / Low Frequency
17415.0,79,1,507.84,2,1,3,6,Inactive / Low Frequency
12701.0,79,2,797.71,2,2,3,7,Inactive / Low Frequency
17731.0,79,4,1240.11,2,3,4,9,Regular
13038.0,80,3,908.46,2,3,3,8,Regular
16584.0,80,2,936.08,2,2,4,8,Inactive / Low Frequency
15888.0,80,1,168.31,2,1,1,4,Inactive / Low Frequency
15026.0,80,3,469.0,2,3,2,7,Regular
14236.0,80,2,490.86,2,2,3,7,Inactive / Low Frequency
16777.0,80,2,222.62,2,2,1,5,Inactive / Low Frequency
16624.0,80,2,810.5699999999999,2,2,3,7,Inactive / Low Frequency
16928.0,80,17,2814.7,2,5,5,12,Risk of Churn
16215.0,80,1,242.35,2,1,1,4,Inactive / Low Frequency
13356.0,80,1,768.24,2,1,3,6,Inactive / Low Frequency
15341.0,80,1,2020.52,2,1,4,7,Inactive / Low Frequency
17873.0,80,5,1848.96,2,4,4,10,Risk of Churn
15675.0,81,3,323.69,2,3,2,7,Regular
13774.0,81,1,345.0,2,1,2,5,Inactive / Low Frequency
13325.0,81,1,675.3,2,1,3,6,Inactive / Low Frequency
16080.0,81,2,217.16,2,2,1,5,Inactive / Low Frequency
17848.0,81,9,901.1999999999999,2,4,3,9,Risk of Churn
12497.0,81,1,1043.1,2,1,4,7,Inactive / Low Frequency
12379.0,81,2,852.24,2,2,3,7,Inactive / Low Frequency
15504.0,81,1,52.83,2,1,1,4,Inactive / Low Frequency
16906.0,81,4,559.59,2,3,3,8,Regular
13562.0,81,3,1799.33,2,3,4,9,Regular
12527.0,81,3,348.71000000000004,2,3,2,7,Regular
18017.0,81,3,523.0,2,3,3,8,Regular
13228.0,81,1,358.0,2,1,2,5,Inactive / Low Frequency
18094.0,81,7,3017.3,2,4,5,11,Risk of Churn
17628.0,81,1,75.75,2,1,1,4,Inactive / Low Frequency
14934.0,81,2,1890.94,2,2,4,8,Inactive / Low Frequency
12752.0,81,1,4366.78,2,1,5,8,Inactive / Low Frequency
17058.0,81,3,1179.89,2,3,4,9,Regular
16527.0,81,1,228.06,2,1,1,4,Inactive / Low Frequency
18232.0,81,4,592.97,2,3,3,8,Regular
18194.0,82,1,973.8399999999999,2,1,4,7,Inactive / Low Frequency
13334.0,82,3,3502.32,2,3,5,10,Regular
16370.0,82,4,1301.91,2,3,4,9,Regular
17802.0,82,3,1285.04,2,3,4,9,Regular
15947.0,82,1,1708.24,2,1,4,7,Inactive / Low Frequency
13067.0,82,1,115.46000000000001,2,1,1,4,Inactive / Low Frequency
16709.0,84,5,3029.87,2,4,5,11,Risk of Churn
13563.0,84,2,777.53,2,2,3,7,Inactive / Low Frequency
15099.0,84,1,410.48,2,1,2,5,Inactive / Low Frequency
16878.0,84,1,13.3,2,1,1,4,Inactive / Low Frequency
